SEC_NAME,ISLAND,REGION,REEF_ZONE,DEPTH_BIN,AREA_HA,UNCERTAIN_SIZE,RAMP_BASIC,MARI2011,MARI2014,TUT10_12,AS_SANCTUARY,REP_CARD,NOTES
OAH_EAST,Oahu,MHI,Forereef,Mid,1848.277607,N,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,Oahu,
OAH_EAST,Oahu,MHI,Forereef,Shallow,1541.871579,N,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,Oahu,
OAH_KAENA,Oahu,MHI,Forereef,Deep,673.0399306,N,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,Oahu,
OAH_KAENA,Oahu,MHI,Forereef,Mid,632.1302084,N,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,Oahu,
OAH_KAENA,Oahu,MHI,Forereef,Shallow,343.0090114,N,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,Oahu,
OAH_NE,Oahu,MHI,Forereef,Deep,605.4764457,N,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,Oahu,
OAH_NE,Oahu,MHI,Forereef,Mid,3213.604407,N,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,Oahu,
OAH_NE,Oahu,MHI,Forereef,Shallow,3680.967178,N,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,Oahu,
OAH_NORTH,Oahu,MHI,Forereef,Deep,556.2921428,N,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,Oahu,
OAH_NORTH,Oahu,MHI,Forereef,Mid,1146.80066,N,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,Oahu,
OAH_NORTH,Oahu,MHI,Forereef,Shallow,856.7078885,N,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,Oahu,
Brooks,Brooks,NWHI,Forereef,Deep,66.21195617,N,Brooks,Brooks,Brooks,Brooks,Brooks,NWHI_NOT_NCRMP,
French Frigate,French Frigate,NWHI,Backreef,All,1135.69,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,
French Frigate,French Frigate,NWHI,Forereef,Deep,247.22,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,
French Frigate,French Frigate,NWHI,Forereef,Mid,4498.01,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,
French Frigate,French Frigate,NWHI,Forereef,Shallow,652.92,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,
French Frigate,French Frigate,NWHI,Lagoon,Mid,7827.37,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,
French Frigate,French Frigate,NWHI,Lagoon,Shallow,1900.78,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,
Gardner,Gardner,NWHI,Forereef,Deep,28559.86045,Y,Gardner,Gardner,Gardner,Gardner,Gardner,NWHI_NOT_NCRMP,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
Gardner,Gardner,NWHI,Forereef,Mid,1586.658914,Y,Gardner,Gardner,Gardner,Gardner,Gardner,NWHI_NOT_NCRMP,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
Gardner,Gardner,NWHI,Forereef,Shallow,1586.658914,Y,Gardner,Gardner,Gardner,Gardner,Gardner,NWHI_NOT_NCRMP,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
Kure,Kure,NWHI,Backreef,All,313.2284126,N,Kure,Kure,Kure,Kure,Kure,NWHI,
Kure,Kure,NWHI,Forereef,Deep,1122.511521,N,Kure,Kure,Kure,Kure,Kure,NWHI,
Kure,Kure,NWHI,Forereef,Mid,1096.142722,N,Kure,Kure,Kure,Kure,Kure,NWHI,
Kure,Kure,NWHI,Forereef,Shallow,219.8318451,N,Kure,Kure,Kure,Kure,Kure,NWHI,
Kure,Kure,NWHI,Lagoon,Mid,146.065072,N,Kure,Kure,Kure,Kure,Kure,NWHI,
Kure,Kure,NWHI,Lagoon,Shallow,801.5929159,N,Kure,Kure,Kure,Kure,Kure,NWHI,
Laysan,Laysan,NWHI,Forereef,Deep,1763.688407,Y,Laysan,Laysan,Laysan,Laysan,Laysan,NWHI,"Very rough guess, many many estimations"
Laysan,Laysan,NWHI,Forereef,Mid,1435.923054,Y,Laysan,Laysan,Laysan,Laysan,Laysan,NWHI,"Very rough guess, many many estimations"
Laysan,Laysan,NWHI,Forereef,Shallow,200,Y,Laysan,Laysan,Laysan,Laysan,Laysan,NWHI,"Very rough guess, many many estimations"
Lisianski,Lisianski,NWHI,Forereef,Deep,14059.07869,Y,Lisianski,Lisianski,Lisianski,Lisianski,Lisianski,NWHI,Major unknowns in maps - habitat and bathymetry ..lots of guesstimation .. Potential to be VERY wrong
Lisianski,Lisianski,NWHI,Forereef,Mid,11054.46672,Y,Lisianski,Lisianski,Lisianski,Lisianski,Lisianski,NWHI,Major unknowns in maps - habitat and bathymetry ..lots of guesstimation .. Potential to be VERY wrong
Lisianski,Lisianski,NWHI,Forereef,Shallow,5841.383859,Y,Lisianski,Lisianski,Lisianski,Lisianski,Lisianski,NWHI,Major unknowns in maps - habitat and bathymetry ..lots of guesstimation .. Potential to be VERY wrong
Maro,Maro,NWHI,Backreef,All,8195.485754,N,Maro,Maro,Maro,Maro,Maro,NWHI,
Maro,Maro,NWHI,Forereef,Deep,5403.476117,N,Maro,Maro,Maro,Maro,Maro,NWHI,
Maro,Maro,NWHI,Forereef,Mid,14308.88263,N,Maro,Maro,Maro,Maro,Maro,NWHI,
Maro,Maro,NWHI,Forereef,Shallow,5894.320658,N,Maro,Maro,Maro,Maro,Maro,NWHI,
Maro,Maro,NWHI,Lagoon,Mid,207.821398,N,Maro,Maro,Maro,Maro,Maro,NWHI,
Maro,Maro,NWHI,Lagoon,Shallow,182.6414462,N,Maro,Maro,Maro,Maro,Maro,NWHI,
Midway,Midway,NWHI,Backreef,All,414.9599651,N,Midway,Midway,Midway,Midway,Midway,NWHI,
Midway,Midway,NWHI,Forereef,Deep,1566.839533,N,Midway,Midway,Midway,Midway,Midway,NWHI,
Midway,Midway,NWHI,Forereef,Mid,1472.589454,N,Midway,Midway,Midway,Midway,Midway,NWHI,
Midway,Midway,NWHI,Forereef,Shallow,254.2145327,N,Midway,Midway,Midway,Midway,Midway,NWHI,
Midway,Midway,NWHI,Lagoon,Deep,0.005735694,N,Midway,Midway,Midway,Midway,Midway,NWHI,
Midway,Midway,NWHI,Lagoon,Mid,396.1011223,N,Midway,Midway,Midway,Midway,Midway,NWHI,
Midway,Midway,NWHI,Lagoon,Shallow,890.879595,N,Midway,Midway,Midway,Midway,Midway,NWHI,
Necker,Necker,NWHI,Forereef,Deep,491.2692997,N,Necker,Necker,Necker,Necker,Necker,NWHI_NOT_NCRMP,
Necker,Necker,NWHI,Forereef,Mid,136.8155079,N,Necker,Necker,Necker,Necker,Necker,NWHI_NOT_NCRMP,
Necker,Necker,NWHI,Forereef,Shallow,8.536971662,N,Necker,Necker,Necker,Necker,Necker,NWHI_NOT_NCRMP,
Nihoa,Nihoa,NWHI,Forereef,Deep,351.5016844,Y,Nihoa,Nihoa,Nihoa,Nihoa,Nihoa,NWHI_NOT_NCRMP,Gaps in bathymetry
Nihoa,Nihoa,NWHI,Forereef,Mid,52.68378472,Y,Nihoa,Nihoa,Nihoa,Nihoa,Nihoa,NWHI_NOT_NCRMP,Gaps in bathymetry
Nihoa,Nihoa,NWHI,Forereef,Shallow,5.680626717,Y,Nihoa,Nihoa,Nihoa,Nihoa,Nihoa,NWHI_NOT_NCRMP,Gaps in bathymetry
Pearl & Hermes,Pearl & Hermes,NWHI,Backreef,All,1471.478356,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,NWHI,
Pearl & Hermes,Pearl & Hermes,NWHI,Forereef,Deep,2427.794421,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,NWHI,
Pearl & Hermes,Pearl & Hermes,NWHI,Forereef,Mid,5454.131479,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,NWHI,
Pearl & Hermes,Pearl & Hermes,NWHI,Forereef,Shallow,615.6033439,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,NWHI,
Pearl & Hermes,Pearl & Hermes,NWHI,Lagoon,Mid,2681.950925,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,NWHI,
Pearl & Hermes,Pearl & Hermes,NWHI,Lagoon,Shallow,5161.106161,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,NWHI,
Pioneer,Pioneer,NWHI,Forereef,Deep,5.320384168,N,Pioneer,Pioneer,Pioneer,Pioneer,Pioneer,NWHI_NOT_NCRMP,
Raita,Raita,NWHI,Forereef,Deep,3118.12,N,Raita,Raita,Raita,Raita,Raita,NWHI_NOT_NCRMP,
Raita,Raita,NWHI,Forereef,Mid,335.75,N,Raita,Raita,Raita,Raita,Raita,NWHI_NOT_NCRMP,
StRogatine,StRogatine,NWHI,Forereef,Deep,1726.935,N,StRogatine,StRogatine,StRogatine,StRogatine,StRogatine,NWHI_NOT_NCRMP,
Baker,Baker,PRIAs,Forereef,Deep,60.02154356,N,Baker,Baker,Baker,Baker,Baker,How_Bak,
Baker,Baker,PRIAs,Forereef,Mid,118.6325616,N,Baker,Baker,Baker,Baker,Baker,How_Bak,
Baker,Baker,PRIAs,Forereef,Shallow,211.6216964,N,Baker,Baker,Baker,Baker,Baker,How_Bak,
Howland,Howland,PRIAs,Forereef,Deep,18.78664183,N,Howland,Howland,Howland,Howland,Howland,How_Bak,
Howland,Howland,PRIAs,Forereef,Mid,40.21083959,N,Howland,Howland,Howland,Howland,Howland,How_Bak,
Howland,Howland,PRIAs,Forereef,Shallow,113.8553854,N,Howland,Howland,Howland,Howland,Howland,How_Bak,
Jarvis,Jarvis,PRIAs,Forereef,Deep,19.64306398,N,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,
Jarvis,Jarvis,PRIAs,Forereef,Mid,191.1130626,N,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,
Jarvis,Jarvis,PRIAs,Forereef,Shallow,155.1495257,N,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,
Johnston,Johnston,PRIAs,Backreef,Mid,24.08,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 80% hard - should pool this very small amout of mid with shallow
Johnston,Johnston,PRIAs,Backreef,Shallow,333.2,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 80% hard
Johnston,Johnston,PRIAs,Forereef,Deep,107.38,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 98% hardbottom
Johnston,Johnston,PRIAs,Forereef,Mid,242.05,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 98% hardbottom
Johnston,Johnston,PRIAs,Forereef,Shallow,283.22,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 98% hardbottom
Johnston,Johnston,PRIAs,Lagoon,Deep,7.76,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 45% hardbottom - should definitely pool lagoon deep with lagoon moderate
Johnston,Johnston,PRIAs,Lagoon,Mid,1630.99,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 45% hardbottom
Johnston,Johnston,PRIAs,Lagoon,Shallow,1273.9,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 45% hardbottom
Kingman,Kingman,PRIAs,Backreef,Deep,40.73,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,ASSUMES 90% Hard
Kingman,Kingman,PRIAs,Backreef,Mid,184.7,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,ASSUMES 90% Hard
Kingman,Kingman,PRIAs,Backreef,Shallow,247.23,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,ASSUMES 90% Hard
Kingman,Kingman,PRIAs,Forereef,Deep,260.34,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,ASSUMES 99% Hard
Kingman,Kingman,PRIAs,Forereef,Mid,1755.48,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,ASSUMES 99% Hard
Kingman,Kingman,PRIAs,Forereef,Shallow,282.25,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,ASSUMES 99% Hard
Kingman,Kingman,PRIAs,Lagoon,Deep,1012.92,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,Assumes 60% hard bottom
Kingman,Kingman,PRIAs,Lagoon,Mid,76.05,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,Assumes 60% hard bottom
Kingman,Kingman,PRIAs,Lagoon,Shallow,0.6,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,Assumes 60% hard bottom
Kingman,Kingman,PRIAs,OTHER,OTHER,13.01,N,Kingman,Kingman,Kingman,Kingman,Kingman,King_Pal,
Palmyra,Palmyra,PRIAs,Backreef,Deep,11.58568484,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Palmyra,Palmyra,PRIAs,Backreef,Mid,67.99264287,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Palmyra,Palmyra,PRIAs,Backreef,Shallow,1246.94781,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Palmyra,Palmyra,PRIAs,Forereef,Deep,623.950261,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Palmyra,Palmyra,PRIAs,Forereef,Mid,1527.372655,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Palmyra,Palmyra,PRIAs,Forereef,Shallow,642.028097,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Palmyra,Palmyra,PRIAs,Lagoon,Mid,54.8903582,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Palmyra,Palmyra,PRIAs,Lagoon,Shallow,18.69397438,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Palmyra,Palmyra,PRIAs,OTHER,OTHER,19.27986332,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,King_Pal,
Wake,Wake,PRIAs,Backreef,Deep,0.008197859,N,Wake,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,Backreef,Mid,5.530948577,N,Wake,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,Backreef,Shallow,689.5000228,N,Wake,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,Forereef,Deep,59.48386537,N,Wake,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,Forereef,Mid,102.2772869,N,Wake,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,Forereef,Shallow,117.9897305,N,Wake,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,Lagoon,Shallow,307.2366532,N,Wake,Wake,Wake,Wake,Wake,Wake,
Ofu & Olosega,Ofu & Olosega,SAMOA,Forereef,Deep,303.685,N,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Area calculated from 50*50 grids
Ofu & Olosega,Ofu & Olosega,SAMOA,Forereef,Mid,369.0125,N,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Area calculated from 50*50 grids
Ofu & Olosega,Ofu & Olosega,SAMOA,Forereef,Shallow,120.675,N,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Area calculated from 50*50 grids
ROSE_UNSAMPLED,Rose,SAMOA,OTHER,OTHER,46.345,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,Area calculated from 50*50 grids
ROSE_OTHER,Rose,SAMOA,Backreef,All,171.3562,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,Area calculated from 50*50 grids
ROSE_OTHER,Rose,SAMOA,Lagoon,Deep,74.5,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,Area calculated from 50*50 grids
ROSE_OTHER,Rose,SAMOA,Lagoon,Mid,27.5,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,Area calculated from 50*50 grids
ROSE_OTHER,Rose,SAMOA,Lagoon,Shallow,2.25,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Rose,Area calculated from 50*50 grids
ROSE_SANCTUARY,Rose,SAMOA,Forereef,Deep,16.5025,N,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Rose,Area calculated from 50*50 grids
ROSE_SANCTUARY,Rose,SAMOA,Forereef,Mid,85.3,N,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Rose,Area calculated from 50*50 grids
ROSE_SANCTUARY,Rose,SAMOA,Forereef,Shallow,18.4925,N,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Rose,Area calculated from 50*50 grids
South Bank,South Bank,SAMOA,Forereef,Deep,25,Y,South Bank,South Bank,South Bank,South Bank,South Bank,South Bank,"Arbitrarily setting to 25ha, assuming also that it is all deep .. CRED found it hard to find any bottom < 30m"
SWAINS_OPEN,Swains,SAMOA,Forereef,Deep,2.930460683,N,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,Swains,
SWAINS_OPEN,Swains,SAMOA,Forereef,Mid,15.6128307,N,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,Swains,
SWAINS_OPEN,Swains,SAMOA,Forereef,Shallow,92.22740392,N,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,Swains,
SWAINS_SANCTUARY,Swains,SAMOA,Forereef,Deep,9.371844797,N,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,Swains,
SWAINS_SANCTUARY,Swains,SAMOA,Forereef,Mid,41.80811022,N,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,Swains,
SWAINS_SANCTUARY,Swains,SAMOA,Forereef,Shallow,118.5523679,N,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,Swains,
TAU_OPEN,Tau,SAMOA,Forereef,Deep,179.335,N,Tau,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_OPEN,Tau,SAMOA,Forereef,Mid,494.905,N,Tau,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_OPEN,Tau,SAMOA,Forereef,Shallow,119.3825,N,Tau,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_SANCTUARY,Tau,SAMOA,Forereef,Deep,24.1775,N,Tau,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_SANCTUARY,Tau,SAMOA,Forereef,Mid,71.735,N,Tau,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_SANCTUARY,Tau,SAMOA,Forereef,Shallow,14.335,N,Tau,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TUT_NE,Tutuila,SAMOA,Forereef,Deep,372.8,N,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE_OTH,TUT_NTH,
TUT_NE,Tutuila,SAMOA,Forereef,Mid,425,N,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE_OTH,TUT_NTH,
TUT_NE,Tutuila,SAMOA,Forereef,Shallow,272.9,N,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE_OTH,TUT_NTH,
AUNUU_SANCTUARY_B,Tutuila,SAMOA,Forereef,Deep,202.8,N,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,TUT_NTH,
AUNUU_SANCTUARY_B,Tutuila,SAMOA,Forereef,Mid,40.8,N,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,TUT_NTH,
AUNUU_SANCTUARY_B,Tutuila,SAMOA,Forereef,Shallow,0.2,N,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,TUT_NTH,
TUT_NW,Tutuila,SAMOA,Forereef,Deep,257.7,N,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,TUT_NTH,
TUT_NW,Tutuila,SAMOA,Forereef,Mid,220.3,N,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,TUT_NTH,
TUT_NW,Tutuila,SAMOA,Forereef,Shallow,130.4,N,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,TUT_NTH,
FAGATELE_SANCTUARY,Tutuila,SAMOA,Forereef,Deep,4.5,N,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,TUT_STH,
FAGATELE_SANCTUARY,Tutuila,SAMOA,Forereef,Mid,20.2,N,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,TUT_STH,
FAGATELE_SANCTUARY,Tutuila,SAMOA,Forereef,Shallow,9.4,N,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,TUT_STH,
TUT_SE,Tutuila,SAMOA,Forereef,Deep,291.8,N,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,TUT_STH,
TUT_SE,Tutuila,SAMOA,Forereef,Mid,659.5,N,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,TUT_STH,
TUT_SE,Tutuila,SAMOA,Forereef,Shallow,472.9,N,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,TUT_STH,
TUT_SW,Tutuila,SAMOA,Forereef,Deep,266.2,N,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW_OTH,TUT_STH,
TUT_SW,Tutuila,SAMOA,Forereef,Mid,227.5,N,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW_OTH,TUT_STH,
TUT_SW,Tutuila,SAMOA,Forereef,Shallow,208.8,N,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW_OTH,TUT_STH,
TUT_PAGOPAGO,Tutuila,SAMOA,Forereef,Deep,9.7,N,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,TUT_NOT,
TUT_PAGOPAGO,Tutuila,SAMOA,Forereef,Mid,29.4,N,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,TUT_NOT,
TUT_PAGOPAGO,Tutuila,SAMOA,Forereef,Shallow,59.7,N,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,TUT_NOT,
French Frigate,French Frigate,NWHI,Protected Slope,Deep,8082.28,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,
French Frigate,French Frigate,NWHI,Protected Slope,Mid,3420.42,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,
French Frigate,French Frigate,NWHI,Protected Slope,Shallow,1,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,We have 2 sitse now claled Protected Slope Shallow. They possibly should be Lagoon or something else.. But we do need a sector value for now
Johnston,Johnston,PRIAs,Protected Slope,Deep,3223.37,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 50% hardbottom
Johnston,Johnston,PRIAs,Protected Slope,Mid,2711.37,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 50% hardbottom
Johnston,Johnston,PRIAs,Protected Slope,Shallow,6.88,N,Johnston,Johnston,Johnston,Johnston,Johnston,Johnston,Assumes 50% hardbottom - should pool shallow protected with mid
KAH_NORTH,Kahoolawe,MHI,Forereef,Deep,200,N,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,Maui-nui,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
KAH_NORTH,Kahoolawe,MHI,Forereef,Mid,200,N,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,Maui-nui,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
KAH_NORTH,Kahoolawe,MHI,Forereef,Shallow,200,N,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,Maui-nui,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
ATA,Timor Leste,CT,Forereef,Mid,1,N,ATA,ATA,ATA,ATA,ATA,ATA,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
ATA,Timor Leste,CT,Forereef,Shallow,1,N,ATA,ATA,ATA,ATA,ATA,ATA,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
BAU,Timor Leste,CT,Forereef,Mid,1,N,BAU,BAU,BAU,BAU,BAU,BAU,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
BAU,Timor Leste,CT,Forereef,Shallow,1,N,BAU,BAU,BAU,BAU,BAU,BAU,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
BOB,Timor Leste,CT,Forereef,Mid,1,N,BOB,BOB,BOB,BOB,BOB,BOB,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
BOB,Timor Leste,CT,Forereef,Shallow,1,N,BOB,BOB,BOB,BOB,BOB,BOB,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
DIL,Timor Leste,CT,Forereef,Mid,1,N,DIL,DIL,DIL,DIL,DIL,DIL,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
DIL,Timor Leste,CT,Forereef,Shallow,1,N,DIL,DIL,DIL,DIL,DIL,DIL,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
LAU,Timor Leste,CT,Forereef,Mid,1,N,LAU,LAU,LAU,LAU,LAU,LAU,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
LAU,Timor Leste,CT,Forereef,Shallow,1,N,LAU,LAU,LAU,LAU,LAU,LAU,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
LIQ,Timor Leste,CT,Forereef,Mid,1,N,LIQ,LIQ,LIQ,LIQ,LIQ,LIQ,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
LIQ,Timor Leste,CT,Forereef,Shallow,1,N,LIQ,LIQ,LIQ,LIQ,LIQ,LIQ,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
MAN,Timor Leste,CT,Forereef,Mid,1,N,MAN,MAN,MAN,MAN,MAN,MAN,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
MAN,Timor Leste,CT,Forereef,Shallow,1,N,MAN,MAN,MAN,MAN,MAN,MAN,"Unkown Size ,, setting to 1 (so all reef zones equal, and as placeholder that is obvioulsy wrong)"
